product_id,product_name,product_company,product_original_price,product_discounted_price,product_image,product_image_path,product_category,product_bottle_type,product_dietary_attribute
99,Pokka Packet Drink - Mixed Berries & Carrot Juice,Pokka,$14.20,$16.75,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12704681_XL1_20230327.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Packet Drink - Mixed Berries & Carrot Juice24 x 250ml (CTN).jpg,Drinks,24 x 250ml (CTN),
100,Pokka Premium Peppermint Mocha,Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13216038_XL1_20230711.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Peppermint Mocha500ml.jpg,Drinks,500ml,•Halal
101,Pokka Premium Bottle Drink - Straight Red Tea,Pokka,$19.00,$30.00,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712544_XL1_20230329.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Bottle Drink - Straight Red Tea12 x 1.5L (CTN).jpg,Drinks,12 x 1.5L (CTN),
102,Pokka Bottle Drink - Oolong Tea (No Sugar Added),Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709276_XL1_20230913.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Oolong Tea (No Sugar Added)24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),•Halal
103,Pokka Bottle Drink - Japanese Green Tea (No Added Sugar),Pokka,$19.00,$30.00,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12710390_XL1_20230913.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Japanese Green Tea (No Added Sugar)12 x 1.5L (CTN).jpg,Drinks,12 x 1.5L (CTN),•Halal
104,Pokka Bottle Drink - Ice Peach Tea,Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709270_XL1_20230405.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Ice Peach Tea24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),•Halal
105,Pokka Bottle Drink - Jasmine Green Tea (No Sugar),Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709286_XL1_20230403.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Jasmine Green Tea (No Sugar)24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),
106,Pokka Bottle Drink - Ice Lemon Tea (Less Sugar),Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709299_XL1_20230328.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Ice Lemon Tea (Less Sugar)24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),•Halal
107,Pokka Bottle Drink Sencha Japanese Green Tea - No Sugar,Pokka,$24.00,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709481_XL1_20230913.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink Sencha Japanese Green Tea - No Sugar24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),•Halal
108,Pokka Bottle Drink - Ice Lemon Tea,Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709271_XL1_20230405.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Ice Lemon Tea24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),•Halal
109,Pokka Bottle Drink - Chrysanthemum with White Tea,Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709277_XL1_20230403.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Chrysanthemum with White Tea24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),
110,Pokka Coffee Can Drink - Milk Coffee (Less Sugar),Pokka,$6.25,$7.56,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167613_XL1_20250213.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Coffee Can Drink - Milk Coffee (Less Sugar)6 x 240ml.jpg,Drinks,6 x 240ml,•Halal
111,Pokka Premium Bottle Drink - Milk Tea (Original),Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11953296_XL1_20221011.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Bottle Drink - Milk Tea (Original)500ml.jpg,Drinks,500ml,
112,Pokka Bottle Drink - Jasmine Green Tea,Pokka,$37.20,$38.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709301_XL1_20230403.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Jasmine Green Tea24 x 500ml (CTN).jpg,Drinks,24 x 500ml (CTN),•Halal
113,Pokka Oolong Tea No Sugar,Pokka,$21.90,0,https://media.nedigital.sg/fairprice/90076771_XL1_20240723112626_707910078b70315f85ad9764fee3f285.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Oolong Tea No Sugar300 ML.jpg,Drinks,300 ML,
