product_id,product_name,product_company,product_original_price,product_discounted_price,product_image,product_image_path,product_category,product_bottle_type,product_dietary_attribute
75,Pokka Packet Drink - Kiyo Kyoho Grape,Pokka,$12.40,$14.56,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12705928_XL1_20230327.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Packet Drink - Kiyo Kyoho Grape24 x 250ml (CTN).jpg,Drinks,24 x 250ml (CTN),•Halal
76,Pokka Lychee Oolong Tea,Pokka,$6.55,$8.75,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261054_XL1_20241023.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Lychee Oolong Tea300ml.jpg,Drinks,300ml,•Halal
77,Pokka Premium Bottle Drink - Milk Coffee,Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12234314_XL1_20230711.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Bottle Drink - Milk Coffee500ml.jpg,Drinks,500ml,
78,Pokka Can Drink - Oolong Tea (No Sugar Added),Pokka,$13.60,$17.50,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12705570_XL1_20230913.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Drink - Oolong Tea (No Sugar Added)24 x 300ml (CTN).jpg,Drinks,24 x 300ml (CTN),•Halal
79,Pokka Packet Drink - Ice Blueberry Tea (Less Sugar),Pokka,$8.95,$14.40,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12709006_XL1_20230330.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Packet Drink - Ice Blueberry Tea (Less Sugar)24 x 250ml (CTN).jpg,Drinks,24 x 250ml (CTN),•Halal
80,Pokka Can Drink - Ice Peach Tea Zero Sugar,Pokka,$6.55,$8.75,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13261056_XL1_20241023.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Drink - Ice Peach Tea Zero Sugar12 x 300ml.jpg,Drinks,12 x 300ml,•Halal
81,Pokka Coffee Can Drink - Premium Cappuccino,Pokka,$6.25,$7.56,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13167612_XL1_20250213.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Coffee Can Drink - Premium Cappuccino6 x 240ml.jpg,Drinks,6 x 240ml,•Halal
82,Pokka Can Drink - Peach Oolong Tea (Less Sugar),Pokka,$13.60,$17.50,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713951_XL1_20241007.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Drink - Peach Oolong Tea (Less Sugar)24 x 300ml (CTN).jpg,Drinks,24 x 300ml (CTN),•Halal
83,Pokka Can Drink - Jasmine Green Tea,Pokka,$3.75,$4.65,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10293396_XL1_20221123.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Drink - Jasmine Green Tea6 x 300ml.jpg,Drinks,6 x 300ml,•Halal
84,Pokka Premium Bottle Drink - Earl Grey Milk Tea,Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13037604_XL1_20221011.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Bottle Drink - Earl Grey Milk Tea500ml.jpg,Drinks,500ml,•Halal
85,Pokka Bottle Drink - Blueberry Tea,Pokka,$19.00,$30.00,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712540_XL1_20230329.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Blueberry Tea12 x 1.5L (CTN).jpg,Drinks,12 x 1.5L (CTN),•Halal
86,Pokka Packet Drink - Carrot Fruit Juice,Pokka,$14.20,$16.75,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10020106_XL1_20230323.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Packet Drink - Carrot Fruit Juice24 x 250ml (CTN).jpg,Drinks,24 x 250ml (CTN),
87,Pokka Can Drink - Sparklin' Fuji Apple,Pokka,$13.80,$14.89,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12314920_XL1_20230327.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Drink - Sparklin' Fuji Apple24 x 325ml (CTN).jpg,Drinks,24 x 325ml (CTN),
88,Pokka Premium Bottle Drink - Mocha Coffee,Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13093167_XL1_20230711.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Bottle Drink - Mocha Coffee500ml.jpg,Drinks,500ml,
89,Pokka Bottle Drink - Ice Passion Fruit Tea,Pokka,$19.00,$30.00,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712546_XL1_20230329.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Ice Passion Fruit Tea12 x 1.5L (CTN).jpg,Drinks,12 x 1.5L (CTN),•Halal
90,Pokka Packet Drink - Soursop Juice,Pokka,$11.60,$12.47,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/10414602_XL1_20230323.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Packet Drink - Soursop Juice24 x 250ml (CTN).jpg,Drinks,24 x 250ml (CTN),
91,Pokka Houjicha Japanese Roasted Tea - No Sugar,Pokka,$13.60,$17.50,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12713950_XL1_20241007.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Houjicha Japanese Roasted Tea - No Sugar24 x 300ml (CTN).jpg,Drinks,24 x 300ml (CTN),
92,Pokka Bottle Drink - Premium Matcha Milk Tea,Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13198597_XL1_20230531.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Premium Matcha Milk Tea500ml.jpg,Drinks,500ml,•Halal
93,Pokka Premium Bottle Drink - Cappuccino,Pokka,$1.50,$1.82,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13042030_XL1_20230711.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Premium Bottle Drink - Cappuccino500ml.jpg,Drinks,500ml,
94,Pokka Bottle Drink - Chrysanthemum (Less Sugar),Pokka,$1.80,0,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13179227_XL1_20221123.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Chrysanthemum (Less Sugar)1.5L.jpg,Drinks,1.5L,•Halal
95,Pokka Bottle Drink - Ice Lemon Tea (Less Sugar),Pokka,$19.00,$30.00,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12712545_XL1_20230329.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Bottle Drink - Ice Lemon Tea (Less Sugar)12 x 1.5L (CTN).jpg,Drinks,12 x 1.5L (CTN),•Halal
96,Pokka Can Drink - Ice Peach Tea Zero Sugar,Pokka,$13.60,$17.50,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12714031_XL1_20241023.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Drink - Ice Peach Tea Zero Sugar24 x 300ml (CTN).jpg,Drinks,24 x 300ml (CTN),•Halal
97,Pokka Can Sencha Japanese Green Tea Can - No Sugar,Pokka,$2.65,$3.43,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234165_XL1_20230618.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Can Sencha Japanese Green Tea Can - No Sugar4 x 300ml.jpg,Drinks,4 x 300ml,
98,Pokka Houjicha Japanese Green Tea - No Sugar,Pokka,$2.65,$3.43,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13234167_XL1_20230615.jpg?w=320&q=60,C:\Users\PC\Desktop\EdgeProject\SenseiStore\SenseiStore\scraping\images\Pokka Houjicha Japanese Green Tea - No Sugar4 x 300ml.jpg,Drinks,4 x 300ml,
